"Region: PAC"
"Geographic Zones: S Dana Point - N La Jolla"
"Survey Types: Fish Only, Invertebrates Only, Fish &amp; Invertebrates"
"Dates: 1/1/93 - 1/4/21"
"Total Surveys: 3199"
"#Species Reported: 244"
"Average Species Reported on a Survey by Expert Surveyors: 16.50"
"Average Species Reported on a Survey by Novice Surveyors: 13.46"
"Survey Type: FO = Fish Only; IO = Invertebrates Only; FI = Fish &amp; Invertebrates - <a href="/interpreting-reef-data" target="_blank">How to interpret REEF data?</a>"
"Expand all"
"Collapse all"
"Click a column header to sort by that column. Hold shift and click to sort by multiple columns"
,,Surveys,,,,,,"Bottom Time"
,,Expert,,,Novice,,,
Code,Name,FO,IO,FI,FO,IO,FI,(H:M)
4,CALIFORNIA,109,3,713,582,88,1704,2862:44
42,"SOUTHERN CALIFORNIA",109,3,713,582,88,1704,2862:44
4206,"S Dana Point - N La Jolla",109,3,713,582,88,1704,2862:44
420601,"Encinitas Area",7,0,11,7,0,31,57:19
42060101,"Pipes - Cardiff Campground, San Elijo State Beach",6,0,0,5,0,4,18:47
42060102,"Swami's Beach, Encinitas",0,0,0,1,0,13,10:00
42060103,"Agua Hedionda West Basin",0,0,0,1,0,0,1:32
42060104,"North Bird Rock (La Jolla)",1,0,1,0,0,6,7:22
42060105,"Cardiff Outflow Pipes",0,0,7,0,0,0,7:54
42060108,Beacons,0,0,0,0,0,1,0:43
42060110,"Moonlight Beach",0,0,1,0,0,0,0:40
42060113,"South Cardiff Campgrounds",0,0,0,0,0,2,2:30
42060114,"Cardiff Reef",0,0,0,0,0,5,5:34
42060115,"Tabletops (Encinitas area)",0,0,2,0,0,0,2:17
420602,"Del Mar area",0,0,0,5,0,7,10:42
42060200,"Del Mar General Area - no site specified",0,0,0,1,0,0,0:47
42060201,"Torrey Pines Reef #2",0,0,0,1,0,2,1:44
42060202,"Corona Breakwater",0,0,0,2,0,1,2:59
42060203,"Little Corona",0,0,0,1,0,2,3:42
42060204,"Del Mar Boat Basin - Camp Pendleton",0,0,0,0,0,2,1:30
420603,"La Jolla",102,3,702,569,88,1664,2792:09
42060300,"La Jolla General Area - no site specified",0,0,3,2,0,1,4:51
42060301,"La Jolla Canyon",4,2,135,93,14,256,446:20
42060302,"Marine Room",14,0,72,65,5,115,263:46
42060303,"Wipeout Beach",0,0,3,1,0,1,4:32
42060304,"Shell Beach",0,0,0,1,0,1,1:30
42060305,"Boomer's Beach",1,0,1,5,0,6,14:07
42060306,"La Jolla Shores",16,1,367,221,53,884,1397:21
42060307,"Hospital Point",0,0,3,3,0,4,9:51
42060308,"Scripps Canyon (La Jolla Canyon Sumner Branch East)",0,0,33,13,7,85,91:58
42060309,"La Jolla Cove - general area",63,0,57,125,8,198,397:16
42060311,"God's Rock",0,0,3,0,0,5,5:17
42060312,"Caves at La Jolla Cove",0,0,4,2,0,7,14:19
42060313,"Scripps Pier",0,0,2,0,0,3,3:46
42060314,"Goldfish Pt. (b/t La Jolla Caves & Emerald Cove)",0,0,0,2,0,8,9:58
42060315,"La Jolla Cove Yellow Buoy",3,0,8,12,0,50,68:13
42060316,"Mia's Reef",0,0,2,0,0,0,1:23
42060318,"Children's Pool Beach / Casa Main",0,0,3,2,0,9,12:24
42060319,"South Casa",1,0,0,3,0,2,5:01
42060320,"Ghost Forest / Point La Jolla",0,0,0,1,0,3,3:07
42060321,"Wind n Sea Beach (Westbourne to Nautilus)",0,0,1,12,0,11,14:29
42060322,"Westbourne to Belvedere St.",0,0,0,4,0,5,6:06
42060324,"Dike Rock - Scripps State Marine Conservation Area",0,0,4,1,0,0,2:37
42060325,"West of Bird Rock, 1 mile",0,0,0,1,0,1,1:23
42060326,"Coast Blvd. Park",0,0,0,0,0,2,2:28
42060327,"Big Rock Reef (south La Jolla State Marine Reserve)",0,0,1,0,0,6,9:17
42060328,"Sunglass Rock (submerged rocks 1/4 mile N of Scripp's Pier)",0,0,0,0,1,1,0:49
420604,"San Clemente",0,0,0,1,0,2,2:34
42060401,"Seal Rock",0,0,0,1,0,1,1:34
42060402,"State beach Campground entry",0,0,0,0,0,1,1:00
TOTALS,,109,3,713,582,88,1704,2862:44
"Species"
"%SF = Sighting Frequency; DEN = Density Score - <a href="/interpreting-reef-data" target="_blank">How to interpret REEF data?</a>"
"Click a column header to sort by that column. Hold shift and click to sort by multiple columns"
,,,,Total,,Expert,,Novice,
Rank,"Species ID",Species,Family,SF%,DEN,SF%,DEN,SF%,DEN
1,0127,"California Sheephead, (Semicossyphus pulcher)","Wrasse, (Labridae)",63,2.07,66.06,1.93,61.9,2.12
2,0174,"Eccentric Sand Dollar, (Dendraster excentricus)","Echinoderms, (Echinodermata)",60.61,3.63,71.93,3.42,56.08,3.73
3,0107,"Blackeye Goby, (Rhinogobiops nicholsii)","Goby, (Gobiidae)",59.04,2.48,65.69,2.25,56.65,2.58
4,0403,"Spiny Lobster, (Panulirus interruptus)","Arthropods, (Arthropoda)",49.96,2.15,52.37,2.15,49,2.15
5,0162,"Tube-dwelling Anemone, (Pachycerianthus fimbriatus)","Cnidarians, (Cnidaria)",49.92,1.96,60.75,1.89,45.59,2
6,0026,"Speckled Sanddab, (Citharichthys stigmaeus)","Lefteye Flounder, (Bothidae)",49.77,2.31,52.92,2.09,48.64,2.4
7,0108,"Bluebanded Goby, (Lythrypnus dalli)","Goby, (Gobiidae)",42.44,2.42,38.93,2.29,43.7,2.47
8,0005,"Blacksmith, (Chromis punctipinnis)","Damselfish, (Pomacentridae)",41.12,2.78,51.09,2.72,37.53,2.81
9,0128,"Senorita, (Oxyjulis californica)","Wrasse, (Labridae)",39.48,3.07,41.24,3.06,38.85,3.08
10,0443,"Giant Kelp, (Macrocystis integrifolia / pyrifera)","Algae, (Algae)",39.27,2.31,38.13,2.23,39.73,2.34
11,0003,"Kelp Bass, (Paralabrax clathratus)","Sea Bass, (Serranidae)",37.71,2.58,44.04,2.48,35.43,2.62
12,0032,"Painted Greenling, (Oxylebius pictus)","Greenling, (Hexagrammidae)",37.26,1.74,38.69,1.68,36.75,1.76
13,0353,"Juvenile (YOY) Rockfish - Unidentified, (Sebastes sp.)","Scorpionfish, (Scorpaenidae)",36.26,2.69,45.38,2.37,32.98,2.86
14,0418,"Red Sea Hare, (Aplysia californica)","Mollusks, (Mollusca)",34.69,2.21,35.89,2.13,34.21,2.24
15,0422,"Red Octopus, (Octopus rubescens)","Mollusks, (Mollusca)",28.91,1.7,35.61,1.57,26.23,1.76
16,0006,"Garibaldi, (Hypsypops rubicundus)","Damselfish, (Pomacentridae)",27.73,2.76,29.68,2.7,27.03,2.79
17,0401,"Masking/Sheep Crab, (Loxorthynchus crispatus (L. grandis))","Arthropods, (Arthropoda)",26.08,1.4,24.86,1.37,26.56,1.42
18,0414,"Spiny Brittlestar, (Ophiothrix spiculata)","Echinoderms, (Echinodermata)",24.64,2.61,31.98,2.46,21.71,2.7
19,0001,"Barred Sand Bass, (Paralabrax nebulifer)","Sea Bass, (Serranidae)",24.39,1.83,23.24,1.63,24.8,1.9
20,0161,"Strawberry Anemone, (Corynactis californica)","Cnidarians, (Cnidaria)",23.13,0.78,16.9,0.87,25.61,0.75
21,0016,"Sarcastic Fringehead, (Neoclinus blanchardi)","Blenny (pike, tube and flag), (Chaenopsidae)",21.78,1.74,23.48,1.65,21.17,1.77
22,0423,"Two-spot Octopus, (Octopus bimaculatus)","Mollusks, (Mollusca)",21.77,1.49,13.13,1.45,25.22,1.5
23,0129,"Rock Wrasse, (Halichoeres semicinctus)","Wrasse, (Labridae)",21.33,2.45,27.62,2.64,19.07,2.35
24,0036,"Opaleye, (Girella nigricans)","Sea Chub, (Kyphosidae)",20.98,2.63,25.55,2.73,19.34,2.58
25,0183,"Lewis' Moonsnail, (Neverita lewisii)","Mollusks, (Mollusca)",20.65,1.55,26.96,1.46,18.14,1.6
26,0086,"Horn Shark, (Heterodontus francisci)","Bullhead Shark, (Heterodontidae)",20.3,1.43,19.46,1.39,20.6,1.44
27,0048,"Brown Rockfish, (Sebastes auriculatus)","Scorpionfish, (Scorpaenidae)",17.54,1.61,17.76,1.49,17.45,1.66
28,0178,"Opalescent Nudibranch, (Hermissenda crassicornis / opalescens)","Mollusks, (Mollusca)",15.99,1.98,17.6,1.93,15.35,2
29,0420,"Sea Lemon, (Peltodoris nobilis)","Mollusks, (Mollusca)",15.71,1.6,11.45,1.41,17.41,1.65
30,0114,"Black Perch, (Embiotoca jacksoni)","Surfperch, (Embiotocidae)",15.28,2.01,20.07,2.05,13.56,1.99
31,0099,"Ocean Whitefish, (Caulolatilus princeps)","Tilefish, (Malacanthidae)",15.03,2.02,17.15,1.91,14.26,2.07
