"Region: PAC"
"Geographic Zones: S Port Hueneme - N Point Fermin (LA County)"
"Survey Types: Fish Only, Invertebrates Only, Fish &amp; Invertebrates"
"Dates: 1/1/93 - 1/4/21"
"Total Surveys: 319"
"#Species Reported: 191"
"Average Species Reported on a Survey by Expert Surveyors: 18.30"
"Average Species Reported on a Survey by Novice Surveyors: 12.90"
"Survey Type: FO = Fish Only; IO = Invertebrates Only; FI = Fish &amp; Invertebrates - <a href="/interpreting-reef-data" target="_blank">How to interpret REEF data?</a>"
"Expand all"
"Collapse all"
"Click a column header to sort by that column. Hold shift and click to sort by multiple columns"
,,Surveys,,,,,,"Bottom Time"
,,Expert,,,Novice,,,
Code,Name,FO,IO,FI,FO,IO,FI,(H:M)
4,CALIFORNIA,37,0,61,172,4,45,284:55
42,"SOUTHERN CALIFORNIA",37,0,61,172,4,45,284:55
4204,"S Port Hueneme - N Point Fermin (LA County)",37,0,61,172,4,45,284:55
420401,"Leo Carillo State Beach",0,0,0,5,0,1,3:09
42040101,"Leo Carillo South",0,0,0,3,0,1,2:48
42040102,"Leo Carillo North",0,0,0,2,0,0,0:21
420402,"Point Dume",0,0,0,1,0,0,0:40
42040201,"Point Dume Submarine Canyon",0,0,0,1,0,0,0:40
420403,"Coral Beach",0,0,0,0,0,1,0:40
42040301,"Broad Beach",0,0,0,0,0,1,0:40
420404,"Malibu Beach",0,0,1,8,0,3,10:31
42040404,"Malibu Cove",0,0,0,0,0,1,1:00
42040405,"Escondido Beach (South)",0,0,0,3,0,0,2:15
42040406,"Escondido Beach (Middle)",0,0,0,1,0,0,0:23
42040408,"Escondido B4 (Paradise Cove Pier)/(Wooden House)",0,0,0,2,0,0,1:23
42040411,"Las Tunas State Beach",0,0,0,1,0,0,1:29
42040412,"120 Reef / Terranea Resort Beach",0,0,1,0,0,2,3:13
420405,"Santa Monica Bay (Topanga Beach - Manhattan State Park)",0,0,0,0,0,1,0:40
42040501,"Star of Scotland Wreck",0,0,0,0,0,1,0:40
420406,"South Santa Monica Bay (Manhattan Beach - Pt. Vincente)",31,0,57,110,4,28,202:42
42040601,"RAT Beach (Redondo and Torrance Beach)",8,0,7,20,0,0,20:32
42040602,"Malaga Cove",3,0,16,68,1,6,82:47
42040603,Haggerty's,0,0,8,5,0,2,23:03
42040604,"Flat Rock",0,0,1,0,0,0,0:49
42040605,"Rocky Point",0,0,0,3,0,0,1:51
42040607,"Redondo Beach Submarine Canyon",19,0,21,14,3,16,68:09
42040608,"Christmas Tree Cove",1,0,1,0,0,0,2:00
42040609,"Palawan wreck",0,0,3,0,0,4,3:31
420407,"Rancho Palos Verde (Pt. Vincente - White Point)",1,0,3,34,0,11,48:01
42040701,"Abalone Cove",0,0,0,1,0,1,1:37
42040702,"Long Point (old Marineland)",1,0,3,26,0,5,34:24
42040703,"Royal Palms Pipeline",0,0,0,1,0,0,0:53
42040704,"Inspiration Point",0,0,0,1,0,0,1:10
42040705,"Pt. Vincente Fishing Access",0,0,0,2,0,0,2:56
42040706,"Point Vincente",0,0,0,1,0,0,1:33
42040707,"Palos Verde Peninsula",0,0,0,1,0,5,5:08
420408,"West San Pedro (White Point - N. Point Fermin)",5,0,0,14,0,0,18:32
42040801,"White Point",5,0,0,5,0,0,12:21
TOTALS,,37,0,61,172,4,45,284:55
"Species"
"%SF = Sighting Frequency; DEN = Density Score - <a href="/interpreting-reef-data" target="_blank">How to interpret REEF data?</a>"
"Click a column header to sort by that column. Hold shift and click to sort by multiple columns"
,,,,Total,,Expert,,Novice,
Rank,"Species ID",Species,Family,SF%,DEN,SF%,DEN,SF%,DEN
1,0003,"Kelp Bass, (Paralabrax clathratus)","Sea Bass, (Serranidae)",66.35,2.46,57.14,2.52,70.51,2.44
2,0006,"Garibaldi, (Hypsypops rubicundus)","Damselfish, (Pomacentridae)",60,2.46,44.9,2.27,66.82,2.51
3,0129,"Rock Wrasse, (Halichoeres semicinctus)","Wrasse, (Labridae)",58.73,2.47,51.02,2.5,62.21,2.46
4,0001,"Barred Sand Bass, (Paralabrax nebulifer)","Sea Bass, (Serranidae)",55.87,2.27,53.06,2.06,57.14,2.36
5,0428,"Wavy Turban Snail, (Lithopoma undosum)","Mollusks, (Mollusca)",55.45,2.52,73.77,2.53,32.65,2.5
6,0128,"Senorita, (Oxyjulis californica)","Wrasse, (Labridae)",53.65,2.88,45.92,2.87,57.14,2.89
7,0114,"Black Perch, (Embiotoca jacksoni)","Surfperch, (Embiotocidae)",49.21,2.28,44.9,2.41,51.15,2.23
8,0443,"Giant Kelp, (Macrocystis integrifolia / pyrifera)","Algae, (Algae)",49.09,3.3,54.1,3.33,42.86,3.24
9,0426,"Kellet's Whelk, (Kelletia kelletii)","Mollusks, (Mollusca)",49.09,2.52,60.66,2.62,34.69,2.29
10,0005,"Blacksmith, (Chromis punctipinnis)","Damselfish, (Pomacentridae)",47.62,2.99,33.67,2.85,53.92,3.03
11,0127,"California Sheephead, (Semicossyphus pulcher)","Wrasse, (Labridae)",45.4,2.2,39.8,1.97,47.93,2.28
12,0403,"Spiny Lobster, (Panulirus interruptus)","Arthropods, (Arthropoda)",41.82,2.04,49.18,2.13,32.65,1.88
13,0036,"Opaleye, (Girella nigricans)","Sea Chub, (Kyphosidae)",40.32,2.54,38.78,2.82,41.01,2.43
14,0107,"Blackeye Goby, (Rhinogobiops nicholsii)","Goby, (Gobiidae)",32.06,2.03,28.57,2,33.64,2.04
15,0416,"Purple Urchin, (Strongylocentrotus purpuratus)","Echinoderms, (Echinodermata)",31.82,2.54,32.79,2.5,30.61,2.6
16,0413,"Giant Spined Star, (Pisaster giganteus)","Echinoderms, (Echinodermata)",30.91,2.29,29.51,2.44,32.65,2.13
17,0418,"Red Sea Hare, (Aplysia californica)","Mollusks, (Mollusca)",30.91,1.82,37.7,1.74,22.45,2
18,0421,"Spanish Shawl, (Flabellina iodinea)","Mollusks, (Mollusca)",29.09,1.84,26.23,1.81,32.65,1.88
19,0162,"Tube-dwelling Anemone, (Pachycerianthus fimbriatus)","Cnidarians, (Cnidaria)",28.18,2.23,26.23,1.94,30.61,2.53
20,0039,"Sargo, (Anisotremus davidsoni)","Grunt, (Haemulidae)",26.03,2.06,14.29,1.86,31.34,2.1
21,0117,"Pile Perch, (Rhacochilus vacca)","Surfperch, (Embiotocidae)",25.71,1.94,23.47,2.09,26.73,1.88
22,0423,"Two-spot Octopus, (Octopus bimaculatus)","Mollusks, (Mollusca)",24.55,1.33,24.59,1.27,24.49,1.42
23,0412,"Bat Star, (Asterina miniata)","Echinoderms, (Echinodermata)",23.64,2.08,21.31,1.77,26.53,2.38
24,0408,"California Golden Gorgonian, (Muricea californica)","Cnidarians, (Cnidaria)",23.64,2.5,16.39,2.2,32.65,2.69
25,0032,"Painted Greenling, (Oxylebius pictus)","Greenling, (Hexagrammidae)",23.17,2.01,28.57,1.71,20.74,2.2
26,0422,"Red Octopus, (Octopus rubescens)","Mollusks, (Mollusca)",22.73,1.68,24.59,1.67,20.41,1.7
